words,"",10,2,2016,3,365,4,5,950,adds,ai,amazon,android,announces,app,apple,apps,available,azure,band,big,book,build,business,buy,ceo,cloud,corporation,cortana,data,deal,dynamics,edge,enterprise,facebook,first,free,future,game,games,get,gets,google,help,heres,hololens,india,internet,ios,iphone,latest,launches,linkedin,live,lumia,make,may,microsoft,microsofts,mobile,msft,nadella,new,next,office,one,open,pc,phone,power,preview,pro,project,release,releases,review,satya,says,security,server,services,skype,software,stock,store,support,surface,tech,technology,uk,update,updates,upgrade,us,users,video,vs,wants,windows,xbox
preview,33,117,1.0,38,2.0,20.0,2.0,1.0,0.0,5.0,0.0,0.0,4.0,4.0,20.0,4.0,13.0,44.0,52.0,0.0,13.0,1.0,91.0,19.0,0.0,1.0,22.0,1.0,14.0,7.0,0.0,1.0,24.0,8.0,0.0,40,9.0,5.0,4.0,1.0,8.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,27.0,1.0,0.0,3.0,0.0,7.0,8.0,293,49,28.0,3.0,1.0,146,15.0,26.0,34,2.0,9.0,5.0,7.0,0.0,2.0,9.0,40.0,5.0,0.0,1.0,3.0,1.0,24.0,17.0,21.0,10.0,0.0,3.0,18.0,1.0,0.0,6.0,0.0,41.0,9.0,2.0,3.0,37,5.0,1.0,4.0,153,16.0
pro,59,38,36.0,15,81.0,3.0,301.0,31.0,3.0,3.0,0.0,3.0,2.0,0.0,21.0,66.0,12.0,35.0,0.0,4.0,9.0,125.0,3.0,12.0,14.0,7.0,1.0,3.0,1.0,4.0,6.0,0.0,0.0,7.0,2.0,33,11.0,1.0,7.0,2.0,18.0,0.0,2.0,3.0,3.0,1.0,25.0,0.0,11.0,7.0,36.0,1.0,2.0,0.0,7.0,11.0,18.0,430,147,10.0,9.0,3.0,116,10.0,15.0,34,3.0,16.0,6.0,56.0,2.0,0.0,2.0,30.0,2.0,6.0,3.0,10.0,1.0,0.0,4.0,2.0,13.0,0.0,23.0,3.0,498.0,16.0,10.0,4.0,19.0,31.0,3.0,19.0,41,3.0,5.0,3.0,54,5.0
project,49,15,1.0,25,2.0,8.0,1.0,1.0,0.0,1.0,10.0,0.0,26.0,0.0,34.0,8.0,34.0,27.0,12.0,0.0,8.0,0.0,26.0,10.0,0.0,2.0,17.0,1.0,1.0,24.0,1.0,4.0,6.0,7.0,4.0,18,6.0,11.0,27.0,8.0,10.0,0.0,9.0,23.0,0.0,30.0,2.0,4.0,18.0,3.0,16.0,1.0,4.0,5.0,0.0,19.0,14.0,313,104,8.0,4.0,4.0,93,15.0,12.0,46,22.0,5.0,3.0,9.0,9.0,2.0,0.0,17.0,1.0,0.0,4.0,5.0,4.0,10.0,18.0,6.0,29.0,1.0,11.0,23.0,4.0,12.0,20.0,0.0,4.0,5.0,1.0,5.0,20,26.0,0.0,5.0,43,43.0
release,45,148,19.0,80,9.0,18.0,14.0,20.0,7.0,2.0,0.0,0.0,9.0,2.0,32.0,8.0,13.0,16.0,11.0,6.0,18.0,10.0,49.0,17.0,1.0,6.0,19.0,5.0,8.0,9.0,3.0,22.0,14.0,7.0,1.0,44,18.0,3.0,13.0,12.0,18.0,2.0,3.0,19.0,5.0,10.0,1.0,8.0,8.0,6.0,37.0,2.0,0.0,1.0,19.0,13.0,12.0,432,67,38.0,8.0,3.0,125,20.0,25.0,54,8.0,20.0,19.0,4.0,40.0,30.0,17.0,0.0,4.0,2.0,3.0,1.0,9.0,28.0,3.0,6.0,29.0,0.0,9.0,21.0,44.0,8.0,9.0,3.0,73.0,20.0,19.0,3.0,27,5.0,1.0,5.0,178,33.0
releases,10,10,0.0,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,31,11,4.0,0.0,0.0,10,0.0,1.0,3,2.0,1.0,1.0,0.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,2,1.0,0.0,0.0,14,2.0
review,8,3,5.0,2,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3,2.0,1.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,33,9,1.0,1.0,0.0,4,0.0,2.0,1,1.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,1,1.0,0.0,0.0,6,4.0
satya,80,24,7.0,24,0.0,9.0,8.0,0.0,2.0,0.0,5.0,4.0,11.0,1.0,7.0,10.0,20.0,5.0,14.0,0.0,14.0,13.0,30.0,43.0,7.0,418.0,77.0,9.0,7.0,19.0,22.0,1.0,0.0,7.0,1.0,46,6.0,18.0,3.0,0.0,6.0,0.0,4.0,12.0,3.0,3.0,40.0,4.0,7.0,8.0,10.0,0.0,29.0,0.0,5.0,18.0,19.0,530,83,27.0,9.0,545.0,76,15.0,19.0,47,7.0,2.0,12.0,6.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,13.0,19.0,4.0,32.0,3.0,48.0,9.0,1.0,5.0,5.0,34.0,41.0,12.0,0.0,3.0,1.0,36.0,11,7.0,2.0,4.0,48,4.0
says,59,36,4.0,12,6.0,10.0,4.0,1.0,2.0,0.0,1.0,3.0,5.0,1.0,20.0,14.0,4.0,9.0,7.0,2.0,7.0,3.0,2.0,13.0,5.0,17.0,18.0,0.0,0.0,20.0,7.0,0.0,9.0,7.0,6.0,17,8.0,4.0,19.0,8.0,12.0,1.0,15.0,8.0,0.0,15.0,6.0,5.0,7.0,2.0,21.0,0.0,13.0,7.0,7.0,5.0,8.0,323,57,11.0,6.0,15.0,51,3.0,15.0,18,9.0,14.0,11.0,6.0,3.0,10.0,5.0,1.0,1.0,0.0,13.0,0.0,8.0,4.0,10.0,7.0,26.0,1.0,15.0,20.0,15.0,15.0,14.0,5.0,6.0,2.0,5.0,15.0,29,22.0,2.0,5.0,66,27.0
security,57,60,1.0,36,0.0,33.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,13.0,8.0,4.0,11.0,28.0,0.0,6.0,2.0,2.0,9.0,0.0,18.0,48.0,6.0,0.0,34.0,4.0,4.0,25.0,17.0,5.0,22,8.0,6.0,0.0,0.0,8.0,1.0,13.0,18.0,2.0,1.0,9.0,65.0,2.0,0.0,23.0,2.0,3.0,3.0,2.0,12.0,13.0,409,85,13.0,3.0,21.0,82,15.0,47.0,21,1.0,12.0,6.0,3.0,1.0,1.0,4.0,9.0,4.0,0.0,19.0,8.0,0.0,10.0,21.0,1.0,38.0,2.0,1.0,30.0,4.0,16.0,31.0,0.0,32.0,62.0,16.0,8.0,50,1.0,2.0,5.0,114,2.0
server,17,10,2.0,77,7.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,28.0,25.0,0.0,3.0,0.0,4.0,10.0,0.0,4.0,30.0,1.0,2.0,16.0,0.0,1.0,4.0,17.0,0.0,12,8.0,1.0,1.0,0.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,4.0,8.0,197,57,7.0,3.0,3.0,36,18.0,11.0,7,12.0,1.0,0.0,1.0,24.0,0.0,10.0,28.0,2.0,0.0,4.0,4.0,10.0,0.0,8.0,2.0,28.0,0.0,1.0,24.0,0.0,3.0,4.0,0.0,12.0,12.0,5.0,5.0,14,0.0,0.0,2.0,94,1.0
services,83,17,4.0,40,1.0,55.0,2.0,1.0,0.0,3.0,2.0,52.0,14.0,6.0,20.0,9.0,31.0,23.0,158.0,2.0,10.0,1.0,33.0,59.0,7.0,26.0,291.0,6.0,8.0,66.0,20.0,25.0,0.0,26.0,28.0,25,14.0,6.0,1.0,0.0,12.0,0.0,34.0,30.0,2.0,1.0,11.0,18.0,9.0,0.0,17.0,3.0,13.0,16.0,1.0,22.0,19.0,606,113,31.0,13.0,30.0,133,24.0,81.0,37,11.0,6.0,7.0,6.0,17.0,4.0,18.0,3.0,0.0,0.0,32.0,10.0,21.0,8.0,0.0,20.0,76.0,4.0,10.0,30.0,4.0,28.0,44.0,11.0,13.0,10.0,5.0,29.0,55,10.0,2.0,8.0,34,19.0
skype,34,16,1.0,11,0.0,14.0,1.0,1.0,0.0,1.0,2.0,0.0,42.0,2.0,57.0,2.0,27.0,11.0,2.0,0.0,6.0,2.0,16.0,87.0,4.0,3.0,9.0,4.0,18.0,2.0,13.0,2.0,6.0,8.0,5.0,14,18.0,4.0,2.0,0.0,9.0,0.0,11.0,9.0,0.0,3.0,1.0,1.0,20.0,10.0,15.0,3.0,3.0,2.0,1.0,16.0,8.0,282,63,32.0,3.0,3.0,65,4.0,58.0,13,2.0,3.0,10.0,5.0,21.0,2.0,6.0,6.0,2.0,0.0,3.0,7.0,1.0,2.0,20.0,0.0,24.0,1.0,12.0,15.0,2.0,10.0,19.0,0.0,8.0,7.0,1.0,7.0,62,44.0,0.0,6.0,33,2.0
software,161,111,14.0,51,9.0,14.0,11.0,3.0,4.0,3.0,5.0,8.0,36.0,8.0,48.0,19.0,36.0,40.0,41.0,8.0,30.0,8.0,36.0,103.0,23.0,31.0,121.0,18.0,15.0,50.0,32.0,35.0,16.0,63.0,19.0,54,39.0,10.0,25.0,16.0,48.0,4.0,26.0,43.0,8.0,19.0,10.0,30.0,29.0,11.0,50.0,0.0,19.0,5.0,7.0,63.0,26.0,1060,195,65.0,48.0,44.0,201,38.0,54.0,67,37.0,32.0,21.0,16.0,10.0,13.0,29.0,29.0,6.0,1.0,48.0,26.0,38.0,28.0,76.0,24.0,0.0,13.0,29.0,27.0,27.0,54.0,58.0,3.0,47.0,21.0,22.0,56.0,109,18.0,2.0,18.0,211,27.0
stock,28,3,8.0,4,7.0,1.0,4.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,4.0,21.0,6.0,18.0,46.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,5,1.0,1.0,1.0,3.0,13.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,8.0,1.0,2.0,2.0,2.0,178,39,4.0,54.0,8.0,13,2.0,2.0,12,2.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,4.0,1.0,13.0,0.0,4.0,3.0,4.0,11.0,6.0,1.0,2.0,0.0,3.0,4.0,2,0.0,0.0,0.0,4,7.0
store,65,75,20.0,9,8.0,3.0,19.0,0.0,9.0,3.0,0.0,11.0,32.0,1.0,104.0,21.0,50.0,49.0,3.0,19.0,6.0,10.0,12.0,16.0,29.0,2.0,5.0,0.0,4.0,28.0,20.0,1.0,4.0,1.0,4.0,39,27.0,7.0,18.0,29.0,24.0,3.0,26.0,9.0,1.0,9.0,1.0,3.0,19.0,8.0,12.0,1.0,0.0,6.0,27.0,17.0,19.0,441,97,18.0,5.0,1.0,125,8.0,23.0,36,10.0,15.0,14.0,3.0,3.0,23.0,11.0,9.0,0.0,0.0,1.0,15.0,1.0,1.0,10.0,12.0,29.0,4.0,0.0,21.0,33.0,6.0,7.0,12.0,21.0,4.0,2.0,21.0,41,5.0,0.0,3.0,160,45.0
support,59,125,10.0,36,2.0,10.0,8.0,1.0,5.0,9.0,0.0,8.0,23.0,4.0,44.0,30.0,22.0,27.0,38.0,8.0,7.0,1.0,26.0,16.0,1.0,6.0,29.0,5.0,13.0,16.0,3.0,5.0,71.0,5.0,17.0,29,8.0,5.0,16.0,13.0,22.0,1.0,37.0,15.0,4.0,8.0,4.0,71.0,20.0,21.0,34.0,0.0,0.0,4.0,9.0,22.0,15.0,552,105,30.0,12.0,6.0,113,39.0,21.0,78,16.0,20.0,12.0,11.0,18.0,3.0,23.0,21.0,1.0,0.0,5.0,20.0,30.0,24.0,30.0,15.0,27.0,3.0,21.0,0.0,9.0,29.0,22.0,2.0,49.0,23.0,22.0,16.0,77,20.0,0.0,6.0,196,58.0
surface,99,58,45.0,38,137.0,6.0,306.0,36.0,8.0,1.0,0.0,7.0,3.0,1.0,7.0,71.0,8.0,44.0,3.0,13.0,25.0,257.0,6.0,28.0,30.0,15.0,5.0,6.0,1.0,13.0,21.0,0.0,2.0,6.0,2.0,75,14.0,6.0,21.0,7.0,30.0,1.0,9.0,11.0,10.0,10.0,27.0,5.0,1.0,3.0,53.0,3.0,0.0,6.0,29.0,23.0,40.0,826,307,14.0,15.0,4.0,206,29.0,13.0,81,6.0,34.0,82.0,69.0,1.0,498.0,4.0,44.0,3.0,13.0,5.0,15.0,4.0,0.0,4.0,2.0,27.0,4.0,33.0,9.0,0.0,29.0,20.0,20.0,29.0,36.0,3.0,27.0,45,10.0,6.0,5.0,109,24.0
tech,104,23,2.0,21,3.0,4.0,10.0,12.0,2.0,2.0,10.0,19.0,11.0,1.0,18.0,68.0,17.0,6.0,9.0,3.0,31.0,8.0,19.0,35.0,17.0,35.0,49.0,16.0,6.0,49.0,28.0,0.0,8.0,10.0,65.0,54,10.0,15.0,7.0,3.0,17.0,1.0,77.0,30.0,2.0,22.0,5.0,39.0,8.0,16.0,56.0,0.0,42.0,1.0,11.0,16.0,20.0,617,112,27.0,32.0,35.0,129,14.0,8.0,52,14.0,6.0,14.0,8.0,0.0,16.0,12.0,8.0,0.0,0.0,34.0,15.0,16.0,3.0,28.0,10.0,54.0,11.0,6.0,29.0,29.0,0.0,34.0,5.0,5.0,5.0,4.0,81.0,30,7.0,3.0,10.0,32,14.0
technology,109,26,7.0,51,5.0,7.0,8.0,0.0,4.0,0.0,6.0,15.0,6.0,6.0,25.0,28.0,15.0,6.0,30.0,2.0,39.0,5.0,20.0,50.0,6.0,35.0,60.0,25.0,7.0,25.0,22.0,9.0,9.0,15.0,20.0,58,17.0,29.0,3.0,3.0,9.0,0.0,35.0,51.0,2.0,40.0,24.0,32.0,5.0,8.0,25.0,2.0,12.0,2.0,6.0,35.0,18.0,748,141,27.0,16.0,48.0,147,13.0,15.0,55,10.0,5.0,10.0,12.0,6.0,10.0,20.0,9.0,1.0,0.0,41.0,14.0,31.0,4.0,44.0,19.0,58.0,6.0,7.0,22.0,20.0,34.0,0.0,3.0,6.0,5.0,5.0,59.0,23,9.0,0.0,12.0,50,9.0
uk,14,15,11.0,6,5.0,8.0,4.0,2.0,14.0,0.0,2.0,12.0,0.0,1.0,0.0,3.0,1.0,17.0,6.0,14.0,6.0,11.0,5.0,3.0,4.0,13.0,14.0,2.0,0.0,18.0,6.0,4.0,0.0,1.0,8.0,13,6.0,3.0,4.0,3.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,4.0,129,38,4.0,0.0,12.0,27,8.0,9.0,13,5.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,12.0,5.0,0.0,0.0,11.0,0.0,3.0,1.0,12.0,2.0,20.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,3,2.0,0.0,0.0,14,6.0
update,79,373,56.0,52,8.0,13.0,17.0,1.0,9.0,15.0,0.0,0.0,45.0,0.0,112.0,6.0,25.0,32.0,4.0,53.0,33.0,16.0,63.0,12.0,4.0,0.0,6.0,4.0,20.0,5.0,3.0,13.0,41.0,8.0,2.0,66,37.0,12.0,7.0,19.0,35.0,4.0,12.0,27.0,14.0,7.0,1.0,32.0,25.0,8.0,92.0,1.0,1.0,16.0,17.0,13.0,19.0,708,124,66.0,7.0,0.0,253,25.0,34.0,88,7.0,27.0,14.0,14.0,41.0,19.0,4.0,73.0,4.0,2.0,0.0,6.0,32.0,12.0,13.0,8.0,47.0,2.0,21.0,49.0,29.0,5.0,6.0,0.0,0.0,43.0,39.0,15.0,116,14.0,2.0,12.0,460,50.0
updates,25,118,7.0,29,5.0,14.0,24.0,0.0,3.0,4.0,4.0,0.0,14.0,2.0,24.0,2.0,28.0,11.0,5.0,7.0,12.0,22.0,18.0,12.0,1.0,4.0,7.0,1.0,5.0,6.0,1.0,4.0,13.0,3.0,0.0,16,14.0,9.0,4.0,2.0,15.0,4.0,5.0,6.0,1.0,7.0,0.0,30.0,11.0,1.0,25.0,0.0,0.0,4.0,3.0,17.0,13.0,279,55,27.0,2.0,3.0,92,6.0,43.0,35,3.0,8.0,5.0,10.0,9.0,31.0,5.0,20.0,6.0,1.0,3.0,2.0,62.0,12.0,10.0,7.0,21.0,0.0,4.0,23.0,36.0,5.0,5.0,0.0,43.0,0.0,18.0,5.0,53,4.0,0.0,1.0,151,15.0
upgrade,37,253,2.0,12,1.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,2.0,7.0,6.0,0.0,3.0,1.0,11.0,12.0,4.0,1.0,5.0,3.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,24,79.0,1.0,1.0,0.0,41.0,0.0,0.0,13.0,5.0,2.0,0.0,26.0,0.0,1.0,32.0,0.0,1.0,3.0,4.0,9.0,11.0,292,54,11.0,8.0,1.0,59,13.0,6.0,32,0.0,24.0,7.0,2.0,2.0,3.0,1.0,19.0,0.0,0.0,1.0,5.0,16.0,5.0,5.0,1.0,22.0,3.0,2.0,22.0,3.0,4.0,5.0,0.0,39.0,18.0,0.0,7.0,106,4.0,0.0,15.0,278,5.0
us,105,49,19.0,31,6.0,13.0,14.0,4.0,20.0,2.0,1.0,11.0,15.0,1.0,14.0,42.0,11.0,23.0,8.0,15.0,24.0,12.0,24.0,25.0,15.0,13.0,51.0,5.0,8.0,106.0,24.0,3.0,4.0,6.0,16.0,57,16.0,17.0,6.0,6.0,16.0,1.0,25.0,13.0,1.0,23.0,4.0,10.0,5.0,8.0,23.0,3.0,9.0,3.0,27.0,16.0,28.0,581,99,16.0,10.0,35.0,114,6.0,32.0,63,6.0,3.0,11.0,29.0,3.0,19.0,5.0,3.0,0.0,5.0,36.0,15.0,8.0,5.0,29.0,7.0,56.0,4.0,21.0,16.0,27.0,81.0,59.0,12.0,15.0,5.0,7.0,0.0,34,10.0,3.0,7.0,58,21.0
users,172,372,21.0,37,4.0,70.0,21.0,2.0,8.0,9.0,7.0,4.0,98.0,4.0,163.0,31.0,79.0,62.0,22.0,27.0,25.0,18.0,43.0,69.0,10.0,11.0,47.0,9.0,59.0,59.0,8.0,5.0,54.0,26.0,19.0,77,109.0,2.0,11.0,14.0,92.0,2.0,48.0,39.0,7.0,18.0,9.0,67.0,75.0,37.0,97.0,2.0,15.0,26.0,17.0,51.0,41.0,1130,255,94.0,11.0,9.0,325,29.0,123.0,128,14.0,40.0,36.0,31.0,37.0,41.0,20.0,27.0,2.0,1.0,11.0,29.0,50.0,14.0,55.0,62.0,109.0,2.0,41.0,77.0,45.0,30.0,23.0,3.0,116.0,53.0,106.0,34.0,0,18.0,1.0,33.0,515,40.0
video,38,25,1.0,8,1.0,2.0,12.0,6.0,2.0,2.0,3.0,0.0,14.0,0.0,26.0,5.0,5.0,20.0,7.0,1.0,9.0,1.0,11.0,13.0,1.0,8.0,4.0,5.0,2.0,3.0,3.0,0.0,11.0,1.0,0.0,20,10.0,5.0,120.0,40.0,15.0,0.0,9.0,8.0,1.0,29.0,0.0,2.0,8.0,5.0,12.0,1.0,1.0,8.0,8.0,23.0,13.0,304,64,8.0,3.0,7.0,83,11.0,5.0,73,7.0,10.0,12.0,7.0,5.0,3.0,26.0,5.0,1.0,1.0,7.0,22.0,1.0,0.0,10.0,44.0,18.0,0.0,5.0,20.0,10.0,7.0,9.0,2.0,14.0,4.0,4.0,10.0,18,0.0,0.0,3.0,42,78.0
vs,4,2,1.0,2,1.0,0.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,27,5,1.0,5.0,1.0,7,0.0,0.0,2,0.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,1,0.0,0.0,0.0,2,0.0
wants,31,53,1.0,4,4.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,12.0,0.0,13.0,4.0,9.0,2.0,5.0,1.0,7.0,1.0,13.0,12.0,3.0,3.0,14.0,1.0,10.0,12.0,3.0,0.0,6.0,2.0,0.0,12,5.0,11.0,8.0,11.0,21.0,2.0,9.0,29.0,3.0,15.0,3.0,6.0,11.0,2.0,15.0,1.0,0.0,3.0,4.0,28.0,7.0,221,40,6.0,3.0,2.0,44,9.0,11.0,21,5.0,11.0,10.0,2.0,4.0,3.0,5.0,5.0,0.0,0.0,4.0,5.0,5.0,2.0,8.0,6.0,18.0,0.0,3.0,6.0,5.0,10.0,12.0,0.0,12.0,1.0,15.0,7.0,33,3.0,0.0,0.0,71,17.0
windows,371,2200,36.0,157,23.0,23.0,36.0,8.0,83.0,14.0,6.0,6.0,125.0,5.0,277.0,39.0,210.0,149.0,35.0,20.0,97.0,31.0,294.0,82.0,16.0,43.0,49.0,19.0,112.0,60.0,31.0,2.0,188.0,39.0,8.0,216,177.0,49.0,61.0,80.0,148.0,8.0,37.0,61.0,29.0,46.0,21.0,103.0,116.0,27.0,240.0,5.0,1.0,49.0,178.0,113.0,101.0,2865,729,423.0,46.0,41.0,789,82.0,125.0,302,34.0,169.0,247.0,25.0,153.0,54.0,43.0,178.0,14.0,6.0,48.0,66.0,114.0,94.0,34.0,33.0,211.0,4.0,160.0,196.0,109.0,32.0,50.0,14.0,460.0,151.0,278.0,58.0,515,42.0,2.0,71.0,0,139.0
xbox,111,96,14.0,72,12.0,4.0,61.0,21.0,0.0,4.0,0.0,3.0,2.0,3.0,30.0,13.0,20.0,52.0,7.0,1.0,30.0,3.0,23.0,9.0,19.0,4.0,6.0,10.0,5.0,2.0,12.0,0.0,1.0,2.0,4.0,57,44.0,22.0,180.0,217.0,35.0,2.0,2.0,5.0,6.0,10.0,0.0,3.0,3.0,0.0,34.0,2.0,3.0,115.0,2.0,29.0,28.0,942,240,6.0,21.0,5.0,258,51.0,12.0,724,9.0,77.0,3.0,14.0,16.0,5.0,43.0,33.0,2.0,4.0,4.0,27.0,2.0,1.0,19.0,2.0,27.0,7.0,45.0,58.0,24.0,14.0,9.0,6.0,50.0,15.0,5.0,21.0,40,78.0,0.0,17.0,139,0.0
